lr,gamma,scores,avg_scores
0.0001,0.99,62.20928308486787,-11.623880765068316
0.0001,0.99,2.442064686872044,-11.171548650432491
0.0001,0.99,14.772532211966066,-10.718374780000442
0.0001,0.99,11.52131531291353,-9.59954439848169
0.0001,0.99,-33.295945859251844,-9.703348244475494
0.0001,0.99,-22.644382327461344,-9.913656934018476
0.0001,0.99,-41.86780824503202,-10.172330767828804
0.0001,0.99,3.489145076066208,-10.304793617939303
0.0001,0.99,25.923196228656167,-9.701448141786388
0.0001,0.99,-33.768288858379904,-10.062650684231631
0.0001,0.99,92.34290098100129,-9.358890373480165
0.0001,0.99,70.79401105524911,-7.886926894735877
0.0001,0.99,-119.51287705364655,-8.41396497625978
0.0001,0.99,-22.620577651293104,-7.292185848801203
0.0001,0.99,-149.40704011716954,-8.37895680068646
0.0001,0.99,27.94348514982802,-7.619613902253051
0.0001,0.99,-180.27821400551517,-8.993136747593251
0.0001,0.99,26.858921508497644,-8.902708495473467
0.0001,0.99,-79.68920313404182,-9.370171970989162
0.0001,0.99,82.62697052245899,-8.150824698455834
0.0001,0.99,-67.00896204635683,-8.566967288761306
0.0001,0.99,-166.1840596450735,-9.726249831563393
0.0001,0.99,-79.9097314696552,-9.84007825594492
0.0001,0.99,-61.13694218758019,-9.05267881102553
0.0001,0.99,77.8332434109438,-8.154177892337167
0.0001,0.99,14.809804579838527,-7.531623859343381
0.0001,0.99,-114.79679124421062,-7.943873163483151
0.0001,0.99,100.13319184466116,-6.89259286996679
0.0001,0.99,-25.667504175333306,-7.0790488709319614
0.0001,0.99,-32.170765541424984,-7.553864702864379
0.0001,0.99,-78.03493190301336,-8.557746524715773
0.0001,0.99,35.77451629623894,-7.502881046990231
0.0001,0.99,2.3870851844169465,-7.526278317467821
0.0001,0.99,-5.271602059298203,-7.3790259246666805
0.0001,0.99,-42.472868412255394,-7.582812658983934
0.0001,0.99,-132.47982288894178,-8.233656246118883
0.0001,0.99,16.3883308706762,-8.98860462784364
0.0001,0.99,3.548128509759465,-8.381276431737886
0.0001,0.99,99.37836332344172,-7.533237807151337
0.0001,0.99,-14.894174549537155,-8.062676284929749
0.0001,0.99,2.2913020005372715,-7.699467097661852
0.0001,0.99,-55.80499880768473,-7.758989338899572
0.0001,0.99,-46.91284336680029,-7.454436144535191
0.0001,0.99,124.79563477136412,-4.497246642691517
0.0001,0.99,51.74302577306582,-4.133959745362945
0.0001,0.99,15.879910442190049,-4.122195254032934
0.0001,0.99,34.4923687308309,-4.241376176564461
0.0001,0.99,-9.86911608737887,-4.103419136407213
0.0001,0.99,-279.04246737991343,-6.693490585975282
0.0001,0.99,120.82435654195892,-4.82066117995414
0.0001,0.99,16.517370227961067,-5.097193734549837
0.0001,0.99,-129.9748716696656,-6.034139367995646
0.0001,0.99,27.110020157521248,-5.243589773725319
0.0001,0.99,-42.11204969143995,-5.871630459523613
0.0001,0.99,15.267711772425713,-5.351395738464129
0.0001,0.99,-44.809029798146,-5.111454672231122
0.0001,0.99,-38.95039619594705,-5.3997235740687275
0.0001,0.99,63.43653465724188,-4.375080056893479
0.0001,0.99,-83.57122358007116,-5.494896628910619
0.0001,0.99,11.42389020363642,-5.253548583493511
0.0001,0.99,-71.5755139528491,-6.268107597843521
0.0001,0.99,115.98373773102713,-4.3172618459572805
0.0001,0.99,1.477281989752342,-4.765219635179407
0.0001,0.99,-18.43767553749312,-4.2427536052272465
0.0001,0.99,-217.11279914104458,-6.725411166854018
0.0001,0.99,68.87035836369725,-5.946334365807946
0.0001,0.99,-27.4216388627933,-5.463945054147886
0.0001,0.99,16.841509386358567,-6.474395763341992
0.0001,0.99,71.10365850306609,-5.9867479248084905
0.0001,0.99,3.780009706746469,-6.456851611029983
0.0001,0.99,45.40486457008787,-5.807157594978399
0.0001,0.99,17.10073099795227,-6.159424514203295
0.0001,0.99,36.26329154598463,-4.684307716295648
0.0001,0.99,-28.8184578569805,-4.967544683229913
0.0001,0.99,118.85473630357768,-3.9436001185617973
0.0001,0.99,45.203003195004044,-3.037637632499825
0.0001,0.99,-57.19547326493123,-3.096015597234117
0.0001,0.99,-12.682856134972056,-2.6269068175711396
0.0001,0.99,35.787578111314474,-2.822138260116594
0.0001,0.99,-109.98417308359866,-4.308640418249682
0.0001,0.99,-0.7191432891972909,-4.695374850282275
0.0001,0.99,-34.048383527086116,-4.721733352207521
0.0001,0.99,-9.042303535176075,-5.939970983903705
0.0001,0.99,7.663320675788583,-5.759783765820689
0.0001,0.99,55.649353314895706,-4.970258565893358
0.0001,0.99,4.017674037088739,-5.264578050208449
0.0001,0.99,-139.59081702286488,-7.369697433909125
0.0001,0.99,100.35463641394746,-7.4511826086963655
0.0001,0.99,89.557968837544,-6.1801233063846714
0.0001,0.99,-19.67079115593566,-7.0486857772793385
0.0001,0.99,54.40204935495132,-7.875133675376327
0.0001,0.99,43.11729494714561,-8.683809478765815
0.0001,0.99,-37.29516695518093,-8.797217937669068
0.0001,0.99,7.000612114437146,-9.053590601287796
0.0001,0.99,-62.862817663764275,-8.782070264216056
0.0001,0.99,-55.426870012230744,-9.159737209323882
0.0001,0.99,-29.163060479304747,-8.45571140414611
0.0001,0.99,36.54029388202403,-8.242205425080012
0.0001,0.99,-19.84843642947382,-8.314978317183217
0.0001,0.99,66.69208173605723,-8.884312070208603
0.0001,0.99,69.15913034622301,-8.814813597595053
0.0001,0.99,11.299908735310181,-8.72623515711067
0.0001,0.99,-5.726526862384917,-8.931225747854182
0.0001,0.99,86.9897030170517,-8.176541870812798
0.0001,0.99,107.0025842072583,-6.773556570147698
0.0001,0.99,39.08793901646186,-6.156233356708465
0.0001,0.99,75.1356737167544,-4.9861985370906
0.0001,0.99,-31.95787644232348,-5.340668752274496
0.0001,0.99,-2.4008646497257757,-5.623909361058317
0.0001,0.99,-27.55672298585219,-5.561793702333039
0.0001,0.99,-19.912398480707168,-6.684346696950124
0.0001,0.99,-16.887907990492195,-7.561165887407537
0.0001,0.99,-47.76927382836099,-6.843729855154679
0.0001,0.99,-104.25337877776676,-7.660057866419418
0.0001,0.99,-6.7599554483877,-6.233587019731599
0.0001,0.99,-58.357107444231275,-7.096592945672192
0.0001,0.99,-41.58007460186964,-5.7096115516357395
0.0001,0.99,-40.364951484078425,-6.3818502815615
0.0001,0.99,92.44339849043,-4.6605242653167815
0.0001,0.99,23.442490619091643,-5.2523690643504555
0.0001,0.99,50.94730022803522,-4.072806441606534
0.0001,0.99,94.93717199702968,-1.461594125185502
0.0001,0.99,-159.82583402246198,-2.2607551507135697
0.0001,0.99,-18.938903519810253,-1.8387747640358703
0.0001,0.99,-44.68415697507622,-3.06394876789607
0.0001,0.99,99.7813495861418,-2.2142333178330373
0.0001,0.99,-5.753065899852956,-1.123796064389461
0.0001,0.99,-60.50894898550392,-2.7302174726911117
0.0001,0.99,-2.6927070170858656,-2.500469501108637
0.0001,0.99,90.31914211994899,-1.275570424494897
0.0001,0.99,21.59108158035629,-0.27931028966120136
0.0001,0.99,63.958909293946725,0.0025336403158770083
0.0001,0.99,20.362496303711737,0.18228775150882492
0.0001,0.99,-13.306494382642498,0.10193882827538225
0.0001,0.99,-4.5164441057504945,0.48150307134043063
0.0001,0.99,15.859902614453233,1.964900326374381
0.0001,0.99,47.501503558692804,2.2760320532545464
0.0001,0.99,4.3718078791597605,2.28426884694855
0.0001,0.99,-68.27573111833195,0.607727902530813
0.0001,0.99,104.5412151756299,1.8020817997824838
0.0001,0.99,96.77735262865222,2.746942306063633
0.0001,0.99,-74.03154143107358,2.5646768798297446
0.0001,0.99,100.72058641295311,4.041011177627279
0.0001,0.99,-145.4453796824796,1.3386010330888416
0.0001,0.99,-17.902664640695903,0.6421441289512237
0.0001,0.99,62.35661528093692,1.1069111773386928
0.0001,0.99,-33.985846730482265,0.4221290227255611
0.0001,0.99,-1.2097509592160804,0.5087226740071891
0.0001,0.99,17.086713574459008,3.4700144835509135
0.0001,0.99,-18.385917176328817,2.077911746368037
0.0001,0.99,4.363265259276417,1.95637069668119
0.0001,0.99,-2.096320496956409,3.2351562084082826
0.0001,0.99,106.59900656167494,4.030046072449819
0.0001,0.99,123.15208023848405,5.68268737174906
0.0001,0.99,-173.49172521711546,3.7950930018536475
0.0001,0.99,-160.7627012352015,2.6355562874830936
0.0001,0.99,91.52980682115093,3.9403583176540735
0.0001,0.99,115.65002610045913,4.462493232086246
0.0001,0.99,8.648231484192635,5.384687782728884
0.0001,0.99,58.67503203413963,5.857199201033916
0.0001,0.99,9.904760791185112,6.672001948474257
0.0001,0.99,-9.454274527922777,5.417621825884758
0.0001,0.99,-220.1321694275288,3.201527311711948
0.0001,0.99,105.03964726440739,4.4363005397309525
0.0001,0.99,-32.63409224745274,6.281087608666873
0.0001,0.99,107.03278031048264,6.662711828134723
0.0001,0.99,-9.297707532651813,6.843951141436139
0.0001,0.99,58.36956466050827,7.259231694177634
0.0001,0.99,-40.69868190034948,6.141208290143481
0.0001,0.99,105.03425004305474,7.153750693506562
0.0001,0.99,-21.81012687755178,6.481600779030166
0.0001,0.99,95.53530776960284,7.2659465467466715
0.0001,0.99,110.3231820887019,8.006545452173844
0.0001,0.99,-24.371233545141536,8.051017695292234
0.0001,0.99,118.28294026838276,8.045299734940286
0.0001,0.99,91.91439662821014,8.512413669272346
0.0001,0.99,18.602652660491017,9.270394928526569
0.0001,0.99,13.806270918946481,9.535286199065755
0.0001,0.99,43.51452402358041,9.612555658188414
0.0001,0.99,13.166679764884663,10.844064186673249
0.0001,0.99,47.046464342023455,11.321720262985455
0.0001,0.99,163.91623855745752,13.301366483830892
0.0001,0.99,7.2538002149516245,13.464327521332168
0.0001,0.99,14.303715250505348,13.530731467079333
0.0001,0.99,-30.27544423447108,12.671483491585667
0.0001,0.99,5.263621229033859,12.683942963505118
0.0001,0.99,-32.404441984535595,13.755806713888411
0.0001,0.99,-15.438320125186593,12.597877148497071
0.0001,0.99,15.899960401757099,11.861297064139203
0.0001,0.99,-195.3048918576391,10.104956057122166
0.0001,0.99,-78.50411321099988,8.775894431462655
0.0001,0.99,-25.584049574468693,8.088880986246513
0.0001,0.99,-69.31873236489963,7.768645332149326
0.0001,0.99,-1.253768195069668,7.686101529054257
0.0001,0.99,8.768233470715316,8.402412040399053
0.0001,0.99,-26.88644216619761,8.687816318859385
0.0001,0.99,6.180904741140537,9.041255971063839
0.0001,0.99,136.9618706757696,10.045471739001293
0.0001,0.99,39.72402023839308,10.641196305679962
0.0001,0.99,98.55646440205841,10.959840132339975
0.0001,0.99,-69.94368739764073,9.568811954901339
0.0001,0.99,57.803728985718635,10.033850157405421
0.0001,0.99,163.22375008712888,11.723352926900558
0.0001,0.99,-65.89261100371382,10.194529786692904
0.0001,0.99,127.62670846410265,10.40077102926135
0.0001,0.99,-158.28076553152815,8.42708398378145
0.0001,0.99,35.67668980809581,8.032494144694864
0.0001,0.99,65.2781393240524,9.004854302358623
0.0001,0.99,9.916615330204294,9.128029102157925
0.0001,0.99,1.9625798162734327,9.42322213017918
0.0001,0.99,32.7112060066591,9.949458175052843
0.0001,0.99,-41.30091179540928,9.70532813700367
0.0001,0.99,-12.084178521595632,10.062179090071325
0.0001,0.99,2.8682098455017524,11.13339497630401
0.0001,0.99,103.91481862397139,12.2401427170276
0.0001,0.99,126.24035190476965,14.086117310517606
0.0001,0.99,42.86853922785187,14.930603448814825
0.0001,0.99,-27.933122360348747,15.054921740052121
0.0001,0.99,163.26148411911015,15.763102596338921
0.0001,0.99,-31.61064897903752,15.212571200357631
0.0001,0.99,27.90640620827115,14.982162260159992
0.0001,0.99,-0.9478986903002635,14.023311553286689
0.0001,0.99,-8.037740956851081,15.541192483942798
0.0001,0.99,15.898448081228807,15.889565999953188
0.0001,0.99,-8.552354451854455,16.250884025185403
0.0001,0.99,-31.235971916520143,14.940710810158784
0.0001,0.99,121.74775679016516,16.215719037058967
0.0001,0.99,-52.37694634185102,16.2970390634955
0.0001,0.99,-87.09375730622443,15.453028560604112
0.0001,0.99,27.563040575108786,14.825467545155709
0.0001,0.99,-8.69377775788378,14.522618951773309
0.0001,0.99,-5.182054461460666,13.831209314219237
0.0001,0.99,-3.7612385878187666,13.589971965303933
0.0001,0.99,-230.98127250353772,11.413224184094979
0.0001,0.99,25.929603398937022,11.717684659141856
0.0001,0.99,-35.93655078389071,11.199720125158414
0.0001,0.99,-1.6291409501160103,10.708413680070327
0.0001,0.99,-213.37620361400923,8.530933565138637
0.0001,0.99,-32.384378039231805,8.889847095929639
0.0001,0.99,111.62317561196083,8.960666700292947
0.0001,0.99,14.98962188057007,8.142789392812125
0.0001,0.99,170.07433312927594,10.58384813841562
0.0001,0.99,26.49794059631573,9.841621680249245
0.0001,0.99,2.752352008401033,11.323598997158049
0.0001,0.99,-58.15291453139082,10.9210964982511
0.0001,0.99,88.48695183924646,11.182399863834194
0.0001,0.99,46.77684270746673,11.990026758213688
0.0001,0.99,-36.38494107940788,11.638274857011773
0.0001,0.99,6.210890065260116,11.529516621919786
0.0001,0.99,-44.356346217340075,11.26981233150967
0.0001,0.99,126.56618606097605,12.491841539526666
0.0001,0.99,-173.88971899254136,10.773907554570815
0.0001,0.99,-15.970727299019089,9.548210215963875
0.0001,0.99,-165.77044292260808,6.658984984352953
0.0001,0.99,108.08124918777844,9.474714728401894
0.0001,0.99,11.579309903106989,11.198134839784979
0.0001,0.99,-98.67222545224494,9.296114517051022
0.0001,0.99,-34.36723178510603,7.7959419381953685
0.0001,0.99,101.05337100739301,8.719993333427372
0.0001,0.99,102.16562902145859,9.154899303300562
0.0001,0.99,-4.84786152095791,9.00737308017913
0.0001,0.99,33.86726462996876,9.440588471758046
0.0001,0.99,142.41335665514816,13.066043732584816
0.0001,0.99,-55.05991668475525,11.46504809309319
0.0001,0.99,-59.51694812884679,11.196219534279251
0.0001,0.99,-194.11618631104798,8.184729868063942
0.0001,0.99,-130.61781127362582,6.971528830654202
0.0001,0.99,-57.141360362379416,5.816419580425327
0.0001,0.99,32.73142898210102,6.550720689249833
0.0001,0.99,108.12247788443055,6.581602967663591
0.0001,0.99,36.921076820475015,7.168915004643859
0.0001,0.99,155.5111560368917,7.768673487316746
0.0001,0.99,-0.5336336831249469,6.660105329598477
0.0001,0.99,106.4510395088527,7.968328060138421
0.0001,0.99,43.84804272063107,7.223979084660905
0.0001,0.99,45.06352026993426,6.755470321078146
0.0001,0.99,98.07029075956305,7.550146702068864
0.0001,0.99,118.72773607626895,8.599361353642088
0.0001,0.99,88.6530148225373,9.050746261631659
0.0001,0.99,115.08760557990271,10.069955519781841
0.0001,0.99,12.83753048214217,9.727866181183026
0.0001,0.99,151.59728138523027,9.604676609460755
0.0001,0.99,84.8542197127795,10.380680804439034
0.0001,0.99,132.81845711254545,11.565828223059434
0.0001,0.99,156.2818312879122,13.431400978283268
0.0001,0.99,151.55352348130032,14.89430000080593
0.0001,0.99,3.7895015234944225,15.25623943588623
0.0001,0.99,143.0440924301186,16.84106356143928
0.0001,0.99,33.50291649961261,17.017093122417837
0.0001,0.99,-164.81302205784442,17.322011820415785
0.0001,0.99,23.92690553797867,18.34632200790557
0.0001,0.99,54.48874481541077,19.147049951804366
0.0001,0.99,-53.33863167531763,19.306850958700185
0.0001,0.99,27.684301833823497,19.59623165898912
0.0001,0.99,-16.447511981088724,19.34407420447108
0.0001,0.99,14.64580761766969,19.759396702309754
0.0001,0.99,76.032357539321,20.457911230291558
0.0001,0.99,-3.990702044550275,19.048385503088358
0.0001,0.99,-208.4151621088463,16.566993679615965
0.0001,0.99,-20.995399519439474,15.371475040400982
0.0001,0.99,46.75775634652794,16.53848947784267
0.0001,0.99,-26.116589186854775,15.699286296116934
0.0001,0.99,72.01088241394673,14.787157619385116
0.0001,0.99,189.44810345945012,17.340564764016754
0.0001,0.99,133.69798047939375,17.401277484169665
0.0001,0.99,30.99603268710112,19.294045466355957
0.0001,0.99,-23.284109226493968,18.70443747601006
0.0001,0.99,2.9851088607400555,18.081507171376938
0.0001,0.99,33.498433992104026,18.317325357995934
0.0001,0.99,10.078099185401754,18.398480551687218
0.0001,0.99,147.07775217551392,19.542146013375767
0.0001,0.99,115.00243086570127,21.105179439986873
0.0001,0.99,114.23786387014059,22.368399863904234
0.0001,0.99,170.59611561448378,24.045678921594053
0.0001,0.99,-12.19191688971165,22.88461156645722
0.0001,0.99,85.25696654792492,22.474777712888777
0.0001,0.99,22.69627415631713,22.273055062173427
0.0001,0.99,140.71028156152332,23.95948910139215
0.0001,0.99,76.065522157624,23.08752948177729
0.0001,0.99,83.83311047338317,24.2419670763015
0.0001,0.99,-56.096493655750336,23.401938077661285
0.0001,0.99,13.74373861003454,23.54885445066463
0.0001,0.99,61.38954209702476,24.24312728120339
0.0001,0.99,167.4719675172167,25.75886247556327
0.0001,0.99,119.72464404023869,27.041632460484198
0.0001,0.99,9.802191844051109,27.45201409808991
0.0001,0.99,12.296081338166232,26.35749734356992
0.0001,0.99,-8.175712796724838,26.799509679021185
0.0001,0.99,60.215423036397084,28.272601482447403
0.0001,0.99,-16.605188259417602,27.83091919410213
0.0001,0.99,150.82757552332382,29.42613272691421
0.0001,0.99,20.349521504170355,29.68144848657052
0.0001,0.99,-270.7311789412111,27.011749083036594
0.0001,0.99,142.15466800214776,30.743108488093455
0.0001,0.99,135.70430501255703,31.84085550422965
0.0001,0.99,127.63948189141759,33.47661583098274
0.0001,0.99,130.19503935888267,34.79485763407272
0.0001,0.99,-41.883048667155784,36.50978918354125
0.0001,0.99,-10.687915991293792,36.726753804020625
0.0001,0.99,-35.64106958857277,35.2541113520153
0.0001,0.99,39.22982249830525,35.496513358192644
0.0001,0.99,116.65370552115043,34.962307082111394
0.0001,0.99,63.91486928096381,35.336476368957875
0.0001,0.99,-26.57748123057668,35.04317803656811
0.0001,0.99,-230.80498849512273,33.31665729693078
0.0001,0.99,138.23385627288718,33.81412634126719
0.0001,0.99,-31.926126619088166,33.02709664800163
0.0001,0.99,-22.643887811283562,33.16450718068288
0.0001,0.99,-134.96054344523895,31.752792845577886
0.0001,0.99,111.07383697928051,33.30709467754409
0.0001,0.99,126.92327674055583,33.31066558433989
0.0001,0.99,126.47748013604644,36.31433757562577
0.0001,0.99,113.76128614313674,37.61165771004733
0.0001,0.99,14.967673279533713,39.41903887206875
0.0001,0.99,21.489756106091818,38.553123941251876
0.0001,0.99,131.70632568484044,39.754394099069216
0.0001,0.99,155.6363717922082,42.29748007151375
0.0001,0.99,29.303834709918533,42.934190736464
0.0001,0.99,143.67773715006302,43.36043439789069
0.0001,0.99,8.638017364513715,42.425158281321245
0.0001,0.99,45.538008624946315,42.92901698278028
0.0001,0.99,-59.90299922520991,41.99131434422849
0.0001,0.99,127.57963006906647,41.84297707836768
0.0001,0.99,116.75899442922676,43.561166189507496
0.0001,0.99,109.62849019341803,45.25262057273014
0.0001,0.99,127.41519533098226,48.46793438915044
0.0001,0.99,126.39774046934507,51.038089906580154
0.0001,0.99,115.07223025225863,52.76022581272654
0.0001,0.99,162.0843613096089,54.05375513600162
0.0001,0.99,134.76865294651677,54.320216886622475
0.0001,0.99,136.8264268681625,55.31927038709935
0.0001,0.99,84.50855116569004,54.60924433838733
0.0001,0.99,22.672445905044682,54.84130513426902
0.0001,0.99,15.969213504772242,53.93648687422823
0.0001,0.99,121.3713772561626,54.71172021958354
0.0001,0.99,152.40613505354784,55.78514636741968
0.0001,0.99,-100.1618902074566,53.80282455774948
0.0001,0.99,130.94185371227007,53.924965734109485
0.0001,0.99,-23.097405783303557,52.80746152805108
0.0001,0.99,35.24279555027394,52.00901342775479
0.0001,0.99,125.71678757384404,53.13780599867181
0.0001,0.99,45.798429950596585,52.07981748432549
0.0001,0.99,105.3383430468361,52.28465871766604
0.0001,0.99,-18.739870800702846,50.76907543853356
0.0001,0.99,-226.75958400419796,46.93866128561246
0.0001,0.99,130.91796654238908,46.732305716223344
0.0001,0.99,27.36100306221013,46.9680207316105
0.0001,0.99,1.9037508384061113,45.556617315693394
0.0001,0.99,68.24359827485964,45.90402413344586
0.0001,0.99,-23.848589226206585,47.31366846176223
0.0001,0.99,-3.1152501104895833,47.043246905277535
0.0001,0.99,176.04899788578984,48.258849435981325
0.0001,0.99,94.13668403778533,49.73360259311235
0.0001,0.99,12.047890121131601,49.57723847598545
0.0001,0.99,-29.86181169191798,49.443095478877154
0.0001,0.99,8.014054326348386,49.37677794596395
0.0001,0.99,-14.503307979201802,48.47142129077873
0.0001,0.99,31.471545589637316,48.82604376712061
0.0001,0.99,130.71790396405078,52.21737442784957
0.0001,0.99,-15.917137089583505,52.268157052148126
0.0001,0.99,93.2024046286173,52.73260353496901
0.0001,0.99,141.04461751416937,54.40421560197926
0.0001,0.99,44.531491666895874,54.12942169450875
0.0001,0.99,-15.363337835087862,52.08130728156337
0.0001,0.99,37.35907567795086,51.11791823354894
0.0001,0.99,145.1872850306514,52.25983075698446
0.0001,0.99,-128.38573679241694,51.20881448132523
0.0001,0.99,146.2968243944877,52.64193163666271
0.0001,0.99,5.263747582694165,52.359584772568596
0.0001,0.99,-31.627718000585716,51.94252660070873
0.0001,0.99,39.73321153145304,50.86908119426812
0.0001,0.99,-0.012399418118704375,49.718932891429915
0.0001,0.99,-46.656709053458655,48.10998716219391
0.0001,0.99,11.274458623017395,46.516770592279244
0.0001,0.99,124.28862258277373,47.881575987004105
0.0001,0.99,-24.055859560505425,46.7884477259198
0.0001,0.99,154.3148306229588,48.104633290586214
0.0001,0.99,112.82572357486717,47.82578771071965
0.0001,0.99,134.42578559799804,48.40939034512339
0.0001,0.99,-20.666786207115464,47.364391378318416
0.0001,0.99,-20.891723250232857,47.71643908237359
0.0001,0.99,126.59596558920177,48.844961352165264
0.0001,0.99,-37.30292099341369,47.85803672126088
0.0001,0.99,15.4448071692985,46.3377651177817
0.0001,0.99,49.06706680913133,45.63118934547063
0.0001,0.99,49.11407564916439,46.024308183521754
0.0001,0.99,8.94310194827274,45.990778389622825
0.0001,0.99,0.9606546752351335,46.08214206434241
0.0001,0.99,171.45081631599797,47.19449599713843
0.0001,0.99,138.82814609959047,48.74882934072852
0.0001,0.99,102.58330894639492,48.26638667495922
0.0001,0.99,138.11408616530824,49.44403232157061
0.0001,0.99,13.33273538706996,52.28467146485342
0.0001,0.99,50.00887392228785,51.36321352405482
0.0001,0.99,137.07881591755796,51.37695863310482
0.0001,0.99,-40.57569512431586,49.69480686294749
0.0001,0.99,102.96059679249208,49.42246243728358
0.0001,0.99,-10.127768005802324,49.740015243897126
0.0001,0.99,9.428792344844894,49.941182327258495
0.0001,0.99,126.24653572957806,51.560058380440005
0.0001,0.99,21.17710687463976,51.379531224203355
0.0001,0.99,-22.383811130632452,49.98915605768552
0.0001,0.99,87.18936113679466,50.22190097624383
0.0001,0.99,87.49480654317821,51.36262385398138
0.0001,0.99,7.9603917940393245,53.75027765687301
0.0001,0.99,-18.6984644438578,52.18095444970556
0.0001,0.99,1.0967408667055856,52.511183124563495
0.0001,0.99,124.25530738119363,53.980175076488266
0.0001,0.99,207.54391760779703,57.405219687018615
0.0001,0.99,-4.4106668127967055,56.25037464909785
0.0001,0.99,47.65950815244989,55.45773696321678
0.0001,0.99,137.99382337705936,55.572900395626924
0.0001,0.99,7.417496093364065,54.50946249512919
0.0001,0.99,-54.16329487548371,53.81815281357902
0.0001,0.99,1.2320040227991882,53.61557529274609
0.0001,0.99,24.003543411377294,52.538547470011466
0.0001,0.99,135.73385351987594,52.33952228728813
0.0001,0.99,136.67471977541527,53.413231137943114
0.0001,0.99,22.32847254532264,52.19973849189569
0.0001,0.99,-211.71556994449878,49.99620261880558
0.0001,0.99,63.26366902070408,50.17345922276316
0.0001,0.99,159.16387614526994,52.36412797646794
0.0001,0.99,30.816812336240645,51.39649979913969
0.0001,0.99,-19.369425248147877,50.03521560236593
0.0001,0.99,55.287497995901305,49.49180568039078
0.0001,0.99,34.27268004431576,48.560380527524124
0.0001,0.99,153.14476316903577,48.82785075452103
0.0001,0.99,134.81543466429096,49.02528279864136
0.0001,0.99,-1.1622415182824766,47.392816770362444
0.0001,0.99,169.67625241496054,47.74189276504688
0.0001,0.99,-19.024559956715493,46.18338289679809
0.0001,0.99,-26.501921217998444,45.07327817296121
0.0001,0.99,-34.05194450764289,44.506034268834334
0.0001,0.99,14.95542667133168,44.49589640049993
0.0001,0.99,-18.437449940150827,43.0978081285368
0.0001,0.99,164.17328654542413,43.21547964345555
0.0001,0.99,164.42833040296904,45.86138184955981
0.0001,0.99,35.636733360813736,44.90833064604524
0.0001,0.99,-32.342719506797174,44.81587750881031
0.0001,0.99,76.33474522585678,45.22679700556614
0.0001,0.99,42.19270376229875,44.3915561674507
0.0001,0.99,4.847354064644861,43.98204540859117
0.0001,0.99,77.05846062396672,43.69924658436247
0.0001,0.99,142.8114889910621,45.31476018228012
0.0001,0.99,152.5667180487552,49.108023202809655
0.0001,0.99,133.37945152866237,49.13263805267239
0.0001,0.99,109.28065730128648,49.95183459506316
0.0001,0.99,104.61068917570853,50.978903978436186
0.0001,0.99,-5.043199280869231,50.2460360028789
0.0001,0.99,111.74555728885659,51.601977468029524
0.0001,0.99,157.1075316328479,53.204205285462905
0.0001,0.99,173.1841235814851,53.17555654241986
0.0001,0.99,-13.552788186994079,52.09866182017206
0.0001,0.99,103.70344653294426,53.01521738429019
0.0001,0.99,-172.09863482258305,51.59284915298353
0.0001,0.99,-152.39953205062102,49.98871328921384
0.0001,0.99,-57.207741452900564,49.56166895447686
0.0001,0.99,20.941794696500224,49.456371445545486
0.0001,0.99,14.047002164597714,48.28966242755096
0.0001,0.99,-42.81405952550786,48.020693203191705
0.0001,0.99,-37.2489773938118,46.71617938296741
0.0001,0.99,118.4403541140639,46.49013674896635
0.0001,0.99,-132.14230834867823,44.72339874881062
0.0001,0.99,-27.51933971672719,44.60183872999423
0.0001,0.99,42.31518165225239,44.65139978973724
0.0001,0.99,106.43427556407681,44.2638696950715
0.0001,0.99,-3.9479532514397135,45.50824753048127
0.0001,0.99,144.7152245580164,45.49243153211654
0.0001,0.99,1.769540432231878,45.45748946061193
0.0001,0.99,141.62329196246134,47.189999560242406
0.0001,0.99,-212.04645074630315,44.672202937464846
0.0001,0.99,165.27495970615522,46.3250765287076
0.0001,0.99,-34.37253936393185,46.44791822560286
0.0001,0.99,154.31161115186472,47.87828975089133
0.0001,0.99,30.58251656480141,46.9412286907116
0.0001,0.99,16.47913052185335,47.34657859153518
0.0001,0.99,122.02561648951692,47.02368645020076
0.0001,0.99,146.06551853518005,47.35608439980388
0.0001,0.99,-9.691339135949931,45.91491315246441
0.0001,0.99,5.442146432930841,46.176002478864866
0.0001,0.99,-6.2423462966707035,46.32249624840048
0.0001,0.99,3.3820566359693345,45.09035715886816
0.0001,0.99,25.037263964387506,45.713759008446175
0.0001,0.99,9.919465585227954,45.65850559260547
0.0001,0.99,101.95943429525747,46.18742926746674
0.0001,0.99,-17.35744018081205,45.522714109166984
0.0001,0.99,160.47507010199087,47.03803379070417
0.0001,0.99,104.4007846652812,48.07243509060462
0.0001,0.99,116.71401256489516,47.525067053093586
0.0001,0.99,-1.3722544211701262,46.12306304788598
0.0001,0.99,174.908151154436,46.84631146996639
0.0001,0.99,11.235033483298324,45.57752094314629
0.0001,0.99,-25.184464226821135,45.192348947007375
0.0001,0.99,-228.76779015502478,42.40458230623425
0.0001,0.99,-32.3202934402093,40.710591212656574
0.0001,0.99,90.66632020152284,42.023011365914954
0.0001,0.99,128.4471528035359,42.2778769260254
0.0001,0.99,-4.392125815300744,42.335233347930426
0.0001,0.99,-17.3130661365188,42.067814763116786
0.0001,0.99,125.14408078020625,42.05679021362306
0.0001,0.99,-7.32950262941867,41.771724118582476
0.0001,0.99,31.922839024693985,42.31479062013574
0.0001,0.99,-29.657182242302284,41.146325186344775
