scores,avg_scores
-79.81202628965852,-54.67006961061813
-41.936869971380666,-54.268839151362265
-46.29281852488435,-53.5627348318633
-66.0354459598095,-54.06461451734364
-37.75609387324029,-53.91909578396455
-66.82343971434607,-53.77504280545697
4.240419064802026,-52.711513498172344
85.52557019528112,-51.314558508866696
11.118431000822596,-50.50555544965314
-52.772395611896044,-50.57243611480128
-51.33868258805026,-50.69210885446969
-60.675080495122344,-50.77289759330431
-8.717068826373293,-50.96986901402962
-40.92993585172103,-50.85193913221814
-23.899911604546745,-50.93461842604259
-19.38397123823411,-50.23092769625263
-12.147884330946042,-49.408293817974446
-80.14152529922288,-49.58169676139059
-45.10124747579651,-50.45670633566654
-1.0527706226626918,-49.7656072831951
46.799382881851756,-48.6576618657189
-51.02539193341043,-48.71414677355467
-52.30533466323257,-48.073454178286156
-67.50096546267785,-47.98346483157902
56.931643332764835,-48.394767356060854
-64.20734261501886,-48.69764698436452
-62.07968811384538,-49.240882612290925
-69.30833192265895,-49.575329254986656
-22.210539858552437,-49.28664928846384
19.37014296898404,-49.26525345878756
-95.90982665837228,-49.55849485554679
-5.2643165722801655,-48.553728187800544
-51.496051979263605,-47.98639392555546
-82.2559943082914,-48.24003611244494
-78.39129994774456,-48.563300100960554
-26.692778114962294,-48.60945669188358
-192.4730142984685,-49.8894469480907
5.234919277486185,-48.87556221580848
-38.723004082955754,-49.07392558518588
-45.07939367489584,-48.8157496304961
-53.79978004564808,-49.65728579575037
-42.422052239452285,-50.32575687485465
-96.1325033179289,-50.172800329865304
-67.86316611184292,-50.0853432128252
-180.09690179532242,-51.06535274263078
-48.88551342870487,-50.77755166762221
-43.4582995494536,-50.671312606060965
-48.41249084158294,-50.971600466141346
-73.14079351403043,-50.9777401397482
27.997833226139505,-49.603431704203096
-74.89780683217579,-49.93420139764664
-77.75113872230779,-50.03924529179984
2.42256950586102,-48.67835708616099
-18.417381097988397,-48.34502920023105
-29.11589559912008,-48.063778974207146
87.83366373311156,-46.66907143646573
-56.339980283563634,-46.66587185853564
-33.070369338790556,-46.22544779347345
-39.13674822952865,-45.9493196976232
-34.25019210963937,-45.25662372299936
9.256056425818315,-45.044354416126644
-47.3547000590438,-44.832291021704066
-64.23036635737955,-44.89719059846835
7.756067905961302,-43.84880990501853
-29.564299886509744,-44.022545348729246
14.30658908769874,-43.612111380748786
-45.90729159782708,-43.73466146249475
-20.799047613424563,-43.71356278086405
133.4655881475759,-42.2181630114911
-5.182804097040119,-41.90198284661739
-325.575764562742,-44.556160093191686
-155.8801757321089,-45.71612381955612
11.951131267167948,-44.70862554602734
-84.00967862515216,-44.6861946807696
-56.49512387411012,-45.03136707079869
-68.71479581798974,-45.08416454797812
-35.016387211439294,-45.11098167008988
-50.3549032373391,-44.91247062447819
-27.828887837283403,-44.981900344912816
-52.50040925619311,-44.62740436286118
-29.18150344600339,-44.59780677296619
-49.00833454489202,-44.80324821078083
-0.39351575296649344,-43.95358219141319
-34.22660534671583,-43.638812862396236
-70.0831809948925,-43.83708858920994
-17.03394238024559,-43.44782009896852
11.268622509883087,-42.701631413384355
-10.704052239633185,-42.43576585777285
-43.65833776400484,-41.93610573861776
12.521234755299574,-41.195277792479374
10.131643338023238,-40.65427471687843
-98.16995662583456,-41.533002198432904
-40.069143548367656,-41.490318684817076
11.518118300857509,-40.87901440062687
23.938394245121643,-39.16651367711627
5.580940857138569,-38.63065456728597
-57.48855927825524,-39.18807605746149
-36.79541486788632,-38.90694495016335
-40.30909772290718,-39.21793597920493
-63.523455124878474,-38.178222289170186
-37.94807944712707,-37.759582820744875
-106.78773581033133,-38.40809147913438
16.538926511514575,-37.77977402877039
-165.0386113849724,-38.769805683022014
4.902150091789167,-38.343223243371725
-175.54625017239175,-39.43045134795218
-19.617516674995713,-39.66903070535016
-56.871777325425185,-41.093004180557216
-90.38528654745008,-42.10804135603995
-23.367739006286413,-41.81399478998385
-24.599922964424863,-41.546607193747604
-53.564059124556756,-41.47549698004193
-39.099311184267826,-41.77931940362088
-99.63971142898858,-42.366417159393556
-29.433457511979483,-42.42175261846789
4.366587901249289,-42.18424702707305
-70.85185799959518,-42.77128676375955
23.241499444312097,-41.73745651632418
-37.88341355949195,-41.66527817716114
-90.0998613839038,-42.55574908477356
15.3214582548012,-42.87052833104406
4.867847858335239,-42.31159593312661
-17.17746539041964,-41.960317240398474
-64.61738434474472,-41.93148142921917
-31.132205840055008,-42.81211992094735
3.053278879618688,-42.13951370600096
-5.5538809169984376,-41.5742556340325
-67.63754602525263,-41.557547775058445
-0.17040921699431522,-41.33714646864286
-30.502924749374927,-41.835877145826444
-18.238159764477615,-41.0591604768875
18.20979140657633,-40.824419397098936
-21.870089279584704,-40.52815977010215
-32.86824125370323,-40.03428223955627
3.5451190518150497,-39.21491804956067
-43.889506277727975,-39.386885331188324
-47.20744398230809,-37.93422962802672
-7.726756606653183,-38.063846386868114
-22.704711720634947,-37.903663463244904
87.24108879666159,-36.58045863852933
-60.16729667145536,-36.6441338047874
-29.613519805752134,-36.51604848045041
-58.124611655540235,-36.13596956382652
-65.51712171101215,-36.11250911981821
-101.51944619823466,-35.32673456384734
-70.07495067657162,-35.538628936326
-74.65735165994099,-35.850619457430874
-64.12677288060466,-36.00776227782109
10.862345505202299,-35.16773088762876
7.350192555609283,-35.37420729433406
-214.97054633060273,-36.774934689318336
-55.517056696230085,-36.55259386905755
-26.331567455556865,-36.840135238671735
-0.730248870436597,-36.663263916396225
-35.47031081609603,-36.72680806856599
-20.591948481916262,-37.81106419071626
-38.60654547453291,-37.633729842625954
-60.71963747200101,-37.91022252395806
-50.334849764603824,-38.022203539308805
-64.89805843963217,-38.32868220260874
87.23840101005764,-37.54885875676634
-15.675718884970536,-37.23206894502561
-25.60246171714151,-36.845789898623224
-59.644101938328625,-37.51979159706613
-66.1748729666972,-37.88589732786801
-119.53025603785807,-39.22426577912358
-23.067916191962397,-38.995872025064926
77.71264641758947,-38.010755084754784
-21.33843661879142,-39.558795332418455
-19.1616561588325,-39.69858385303638
14.261001227931786,-36.300216195129636
7.991177046681855,-34.66150266734173
-23.937666973824392,-35.020390649751654
-45.79021328890664,-34.63819599638919
-24.23345372258484,-34.31557929487395
-17.40971773260472,-33.802528514020096
-21.24657846992737,-33.66483042660498
-21.545466946218795,-33.37673606369378
-41.23076676664898,-33.51075485298743
-30.34212771639561,-33.28917203758946
-16.396490699281557,-33.16132191012224
110.71607441845927,-31.564077820488723
9.604008328310272,-31.464102579675956
24.135785465959927,-30.8804786715492
-26.527978568496266,-30.444926647285232
4.12411287634572,-30.233346094719323
-32.758805620872394,-30.673620376026875
-52.08863873076787,-31.087466240938223
-42.577736675161404,-31.07666023004979
-25.64155145387869,-31.458288092141576
-32.35780675995193,-31.88318259312132
37.81783145423,-30.523304712320677
-19.067709194224093,-30.31329036877924
-137.8471705181742,-31.80694325696956
-26.151354258157852,-32.307840742002355
4.923260517232805,-32.31441754540141
82.45596572088853,-30.914972295409974
-22.641164319339353,-30.773429789924506
-46.93142526584539,-30.83965306535389
-63.32940147629628,-30.837712528868064
-10.917458524696826,-30.56740631964377
92.08594892214451,-28.57866947231901
61.93405882705976,-28.12471814916356
-74.6089676380607,-27.22042171169444
-17.27167966319277,-27.442160009244258
-57.04279071160786,-26.257125414636416
-39.1196246025991,-26.45214649391245
114.70763330570402,-24.73635238760116
-16.389539333670797,-23.99639491546337
-45.76275825635354,-24.220345107964043
8.378183904078497,-23.89056403927901
68.12860845363224,-22.673637363497118
63.72923406221968,-21.645351911032243
-84.93856352100744,-21.498340431952432
-46.43027078618681,-21.668308564694506
52.27240892028408,-21.189250354504164
26.99370919379335,-20.21079468257027
-73.57448738431853,-21.178954550856577
-25.858463082235573,-21.058705046084015
35.60911722969095,-19.801615259948065
-21.34287424041362,-20.168258584900215
-91.18635511306948,-21.12880061461426
14.572515899300186,-20.81130080171706
16.33235356635485,-20.001803422606066
-34.05281205832772,-20.031009484788793
22.478224645576162,-19.836760027129216
-37.47509113980175,-20.155972129357252
-9.553068771105714,-19.575127356815784
-27.716523543766527,-19.850588500083504
-62.25104444507718,-20.16806969704053
-45.59628685654694,-20.44165096796122
16.70606823579601,-20.456688199669024
-9.078950358887354,-20.32877681046205
70.28989480836486,-19.297195449841368
-79.52437548365022,-20.12789039519602
-110.64496177039209,-20.795444950122665
-25.80188464950821,-20.581389356794663
-23.428486451646265,-20.738406655244592
-11.566509160389643,-20.627024629642143
117.69556559361348,-20.322479861672623
-7.87829053309045,-19.799589800288974
-17.266269545067203,-19.676117297682126
-0.4198838665806761,-19.09907001979253
35.83066819124505,-18.085592120769956
-5.734328626607663,-17.127740945053688
-200.7354417137758,-18.434345855425732
-56.38120179291738,-18.251584356755494
-27.940786293099464,-17.889724490880443
-24.56170162227012,-18.243964962155168
-163.79194745369094,-19.95538636224817
72.87981776776495,-17.076882721264493
42.20388777164886,-16.0996732765857
-1.5634352949571735,-15.8519919549797
1.7135341737363206,-15.827554124537974
108.1150386174496,-14.391700630202521
118.48538206210065,-13.000927324762351
-73.69187847708878,-13.351780654787909
-17.780139275508205,-12.922385672822982
30.236076230291104,-12.11667641287403
16.041593147068255,-11.307279897007028
-1.5971944205591484,-12.195635851313197
-67.06686560944917,-12.709547318557986
56.829951227619546,-11.885223189110372
-63.644388261128704,-11.92522605233837
98.99733123879477,-10.273504010283453
-6.349488157380051,-9.141696331478672
35.51538201595881,-8.555863349399461
46.48912852166322,-8.868098528358722
-36.880588973213065,-9.023520051902938
-11.356389156670986,-8.945467381881322
-2.654009595752882,-9.114617490118171
-39.36201904453877,-9.588149451030377
145.20721232373563,-7.896700658054776
-44.32256999682646,-7.882024225133974
14.783290796535766,-7.491856779942769
-13.900968921659441,-7.456769291833316
-5.540057966050995,-7.299704086794552
-16.509174807206065,-7.249341165404425
-554.3628242299152,-12.380661740037088
-90.98392413352084,-12.987079704208337
-55.97445512089773,-13.382859348424502
-232.11697816988521,-16.811189874307946
-110.73204228605583,-18.014550380451603
-81.7464328689745,-19.073372563800948
-7.4702095868320555,-18.882794873984306
-92.26376766218418,-19.846673679369605
95.07970026258262,-18.568288620535053
-53.96570484997679,-18.587059281727143
-67.42299571892866,-18.835511872164815
52.33972609733892,-18.055699096652642
-160.15392953757924,-19.333660324428916
-70.39649683910272,-20.41580360736224
106.37539105410697,-19.16137260487893
22.453827035053806,-17.558362629346654
-43.499854278054215,-17.731847629545612
-82.78729491756698,-18.60895318389361
-54.04766258655091,-19.973989466968007
-46.48528564638719,-20.212430680238484
-165.00714900177584,-21.393187917597793
-27.41446691947789,-21.03403857202961
110.10678467336461,-19.823796140048998
72.24975961639107,-20.022158033106532
-51.810917858520185,-21.15960779996233
122.93630662616121,-19.184155057320112
-48.08849574740424,-19.492323218162227
33.55906802413793,-18.586304630804765
4.245306920907993,-18.152655315569692
-17.140923323398923,-19.471140881860723
-56.382178780555876,-19.87106727632957
53.228837493679464,-18.881151318829243
-23.765152294716813,-19.202584680817196
-44.68986075142586,-20.330769372867778
12.734915228696124,-20.84071256120301
23.42196528218166,-19.757107273171123
-117.40564008235495,-20.466860966132803
-50.354612229105825,-21.493131177626704
-11.526206110915638,-21.878330330673794
-67.1648095957563,-21.814233552788167
-249.6985809049477,-24.052634731015292
-49.88389945015623,-24.907564897813764
-41.026435881649334,-25.10440051422612
-43.63905995604815,-24.628927562655907
-20.452131779745784,-24.979174039446367
9.550775824919114,-25.046989816860723
-19.24494779911673,-24.898911174268616
-34.298809541219555,-25.466681516136575
48.467531984984646,-24.607255284888705
-4.287231354506517,-24.554596910722722
102.8301258708571,-23.249130416576484
3.721156869913841,-22.589408403426567
-52.56682664575215,-22.659113801318625
-28.465569576522114,-23.11083017944181
-5.7278586594182315,-23.07731926244712
-25.052478425024773,-24.03074299478101
16.772459562603885,-23.067774644318476
-28.11633629171085,-22.242488389531655
3.7034367441816727,-21.94743517559476
24.99223971585039,-21.46322791391979
-72.44717643603148,-22.072034586676214
18.044566687388865,-23.068544575738457
-30.928287620905422,-23.299044546616607
-20.53013394843144,-23.331683190650242
-15.144218780307682,-23.478926539787512
-11.92014562120714,-23.95643467791204
-7.692224725115977,-23.976013638897122
-0.6895683738184886,-21.975554905497553
29.81108203408229,-21.113632067227556
14.10208584952828,-20.693203345801276
158.28834874710324,-18.86470284210754
-18.289569214365642,-17.40967905971429
-32.359777318436116,-18.462075010576296
-61.39254605225725,-19.49803934881536
-31.33430587704578,-19.795748054636245
-56.142663061957236,-20.374310026993182
-38.49246003787512,-21.840385013546424
-50.77630507843215,-23.53300188495175
-143.76102097356693,-24.233693309916536
103.77587442496045,-23.01813317291185
88.30332180020797,-22.437460717212684
-26.526055656706575,-22.86313720525043
-51.143219339963025,-23.35859745444447
-59.10062623041656,-23.278935060654145
-21.71516919493304,-24.064386264879673
-76.53019554613127,-24.193244337729702
-49.668401394936154,-25.679901664067007
-12.824410108439722,-25.744650883577595
41.498246108715534,-25.684822242650036
-10.177785872055594,-26.251491386587222
-52.82786278963304,-26.410964124751416
29.874428340517255,-25.998655949779536
-53.777348140826106,-26.509889335230273
-12.773452510249044,-26.244003669887373
2.825807331334218,-27.667817719811392
0.6973569673628077,-27.217618450169496
39.003060513331576,-26.97542075300154
28.348642988440332,-26.552924633900542
-119.02011113267709,-27.687725165566803
-37.070120709914065,-27.89333462459388
-22.37352515751037,-22.573441633869834
9.724485333487024,-21.566357539199753
-96.88418707777879,-21.97545485876857
12.026795937315228,-19.53401711769656
11.158242321137152,-18.31511427162463
-54.12494839879255,-18.03889942692281
27.453481228308675,-17.689662518771403
-30.23519928798865,-17.06937683502945
48.665204573712344,-17.53352179191815
31.073487705645164,-16.68312986636193
24.280090163252098,-15.766099007540124
-30.605385614411702,-16.595550124657628
62.754415636844534,-14.366466672913392
-300.65982716224033,-16.669099976144768
133.06868768147174,-16.402167009871118
-215.8819642885911,-18.785524923107566
-36.899446298263,-18.719520843309652
-0.8346596798851635,-17.899994490932837
-79.20995605786645,-18.151617425645995
-38.65785232363581,-18.073343092418483
-38.78128635058971,-16.811084465906617
-31.37953375687735,-16.850735134280615
-14.535364219662313,-18.097156623210882
6.388464691563826,-18.755769572459158
-177.90608269660726,-20.016721220840026
9.505499005364257,-21.151029297047998
108.26599605001894,-19.587484379073764
12.18886200202239,-19.80118643929492
16.99532875819432,-19.673686220922058
-8.526313409824198,-19.587540121786308
-51.42154220497001,-19.537933756030448
-37.8275481156504,-20.44849761212375
-27.083270868163652,-20.481678797858216
-40.886195000798224,-20.443642140351937
-59.77922376539831,-21.168783530292885
4.298112931380601,-21.360022053800893
-6.739241316561191,-20.253358066142958
-42.86091134218982,-20.178421057273795
15.489791545346392,-19.908261080711178
-1.0453239397851917,-19.247066224151464
-98.47111035034297,-17.73479151860542
-13.11938110513097,-17.367146335155166
-71.58101750730383,-17.672692151411713
-52.40775116783243,-17.760379063529555
-59.1990879061831,-18.147848624793927
-66.33524474926332,-18.906708830535752
-24.290616566579928,-18.957165518210385
10.364218707739326,-18.510535235720795
-19.98894860540905,-19.195100041624734
-29.91424932234409,-19.451370221303108
-51.57604421288404,-20.99543192214052
-13.708700447037259,-21.169730495310027
-37.2046794237054,-21.016109023089566
15.806381200593634,-20.573389515318407
2.888093104328874,-20.487229997680934
40.911505539923155,-19.827590158031455
-42.59095530955743,-20.421224306753064
8.62609270377719,-20.053800016798185
47.537876716270404,-19.615455617077302
-45.85122324178936,-20.323890246653697
24.218941300391904,-19.357229069289463
20.49091180639354,-19.33276561809942
-57.91138143003472,-19.602596556190708
9.246595384181163,-19.304829262864583
-43.196954447252736,-19.585356619534036
-18.145028537345084,-19.647605448695412
-80.18232544811266,-20.37250645592538
8.336871182122138,-20.282242060365974
-11.228533363399421,-20.69263821434079
-60.46855192822739,-21.43834459211835
-205.19256806713247,-25.073153760260706
79.16287731089679,-24.098629295008084
-57.80138257536912,-24.353045347577414
13.654116273366014,-23.60257872432118
-15.319032042044853,-23.442425985971166
10.242919724438863,-22.778570158107215
3.9889892562906653,-22.35375566516555
-50.50083717028043,-22.351000986084035
-55.44209899849989,-21.467811766333362
-39.08652634933023,-22.896435774076277
109.09794957428764,-22.688489496335475
114.39003102094088,-21.279328629559
76.71340654993446,-20.000762370660023
-52.337405058342185,-19.933130158939278
-29.156581870866574,-20.007544285698614
56.30303667732164,-18.679211963464088
46.7962440915293,-17.71456550859943
12.270282114188959,-17.463618586373144
-56.621238816114264,-18.44481343562144
8.980440869350304,-18.253231168207382
-53.43893665624165,-18.259341906873466
-34.65440197330766,-18.904630210011717
-8.444444131200356,-18.451301169915457
-3.2190893204666367,-18.355757538017635
61.47281764404764,-17.7692874348905
-98.75446003104389,-18.76380560487457
25.845621626500005,-18.895379993742885
-6.185149539929526,-19.240717919026586
-59.78330808380212,-18.648349888537833
-9.99381429919255,-18.377586824430622
-54.842605017013696,-18.70227762302565
-110.455888545228,-19.904081361812803
-26.17689633979576,-19.197008454432975
-150.51175144148192,-20.822393928220944
-38.16908744259179,-21.315667225858235
-14.391846906618952,-20.9183362109365
-39.30773035230813,-21.585948326742663
-51.976205344149676,-21.803358387304275
49.325755970040014,-21.796752873340996
-111.12308722587886,-23.218718622656237
100.83978458192163,-22.45312167846954
115.23762167819706,-20.99469160554345
-9.61133478034229,-21.71834910971532
-52.09697801898595,-19.232720618282784
-50.883653526690296,-21.0722440303644
-151.3661990283486,-20.427086377761977
66.4570606034807,-19.393521308744543
-49.29225244369756,-19.878097236382665
-64.88514444231072,-19.73484912022711
-75.99113767758188,-20.10818197376657
-118.43678606570029,-20.904736970917675
13.6614011270281,-20.454327622078623
112.3897007422111,-19.185076972459886
24.960992792611393,-18.99935169144941
-32.49170129678683,-17.545207877451205
20.621044624990933,-17.434052421254936
-20.572952544172054,-18.722441907196846
-29.13101425606726,-19.135640669777743
-216.29369389447083,-21.46853089630439
20.245734187003585,-21.180810420336115
-147.78372879123646,-22.144432286198786
-14.633878303973049,-21.91249558808201
-37.63109784320788,-22.01797385783245
36.54912400251001,-21.243620667799373
-13.975565908972953,-20.785584089235115
110.70381085436922,-19.72152711000523
95.7439413574185,-18.69669528326543
-11.33229826679056,-18.381409152511438
-43.01833144800561,-18.966490382444956
5.461322177527762,-18.90142392127183
-5.572055376802325,-17.97243337153642
80.59267936705552,-17.03531276681456
-95.99991047045418,-17.279501696446058
-41.7066645886503,-17.17249083065424
19.420933249262404,-16.386290619099782
-48.592610794447026,-16.20886427955162
-142.64716595322537,-17.392429773418076
-29.747200302120618,-17.793543963516676
-23.451980984955014,-17.828174287312134
-146.87497654574167,-18.997781559546112
-209.41208200247672,-20.57614193744204
-186.57536059808592,-22.304808538952525
-116.44027272650438,-23.097164471980513
-22.266213471495448,-23.477890418701403
-49.74935841355253,-24.004264933880222
-38.316908648424416,-24.7965490757637
-19.56851523447014,-24.56632467501282
-111.65809957865767,-25.76916659783717
124.82026412526494,-24.99634272374722
64.27005415442254,-23.8951299497851
-62.58921120273742,-24.763211474816394
-7.341986412535562,-25.041540457005684
13.492141116559125,-24.32750523153975
-4.945380041796227,-24.469424985799524
6.925632463612757,-23.968199116690876
-4.198434877800139,-23.828733180095423
-47.32195968179796,-23.500129522432275
-72.2082664014112,-24.305580898267607
21.436979738414095,-23.978925767249464
-224.38574736182017,-25.618097721585396
-3.9507041405350094,-23.60567908231942
138.21920337421332,-23.015115821686255
91.63905031091028,-21.520711492823466
-22.567980758166883,-21.882932463138797
-11.150908620557459,-21.84125122892392
-63.01657474429222,-22.573846173611237
-18.373959895375293,-22.79747566512789
-30.530731372140423,-22.597774607146494
-17.128771732343637,-22.214641334484927
-14.292718570951024,-21.966703256701138
-10.699104463063236,-23.16467379707465
-15.142959029368697,-24.460003697577736
0.6083510841872481,-25.221054252235213
86.95856943712928,-23.828094507280497
-25.8770899100044,-23.79529958767188
156.28936823794956,-22.7954362720656
-49.646390513169095,-23.759862618112578
39.486778537540516,-23.48769765387907
23.92095788448104,-22.682275686873112
-10.438274706442755,-22.876462842631046
28.897420684464436,-22.05309926922398
7.87020649361645,-21.62785318455474
-76.3357720558329,-22.306766463801065
48.18747835523722,-21.792700787044026
165.6973956351077,-20.75045500713343
99.70974441948007,-18.76581296262819
-124.18946617152629,-20.266163840608453
-11.364394050019541,-20.31795628570935
-0.14911070014238703,-19.721614311872756
79.76393118701307,-18.8240368570107
-67.56596837397093,-18.951270490580274
-158.04932086017482,-19.42720481372974
6.923058225978593,-19.096205268071998
75.13141709935744,-16.839773582663604
-27.617083149213585,-16.734253539729824
-13.128334889228114,-16.721618419555913
-160.23163160945683,-17.930857432127404
81.14749752052336,-16.59962040348067
103.9936528196457,-16.052941434984614
-55.28465554807477,-15.494557118206574
10.752045355860325,-16.395434510467187
-254.29834387783237,-20.09079416602748
17.494787334370884,-19.819732944880347
-27.191345901118225,-19.57067662370167
-70.65819134578996,-19.768422001892663
-125.01734087093958,-19.504933420318572
-33.886518552813484,-20.508369211881515
118.83710607392507,-18.827075626705287
31.658362852368484,-17.861640553758498
-45.6943723289925,-17.558672900272608
-16.10294265800104,-16.535334466195614
-26.485754059062387,-16.93680601805652
25.882730169719906,-17.80187572378143
-31.360736107920758,-18.365093012786748
-149.3855493582678,-19.534031493401564
5.4135064942391296,-19.68610687470908
-46.060274592305774,-19.940980095190415
-17.294925061046314,-19.822619203240208
-77.93371644364288,-18.43901942873193
-41.10787217000535,-19.052555492302016
-8.183665659250053,-17.656554860982155
-86.20402100601567,-18.37225628800258
30.92548392473398,-17.686690470323157
-47.42442493975253,-18.526425959745787
84.44909635751844,-17.54217933708087
-49.3330653829879,-19.142548099454444
8.337902083954063,-20.016608492189086
-45.47319788981168,-20.3580174884193
110.166199554733,-18.82617217839191
10.284907855645116,-18.77793632161074
-131.86188833698992,-20.040834651212617
-38.29390861362761,-21.229700531019446
68.673320973652,-19.582968216578383
-95.16456272334872,-20.117547197925365
-197.61263409082625,-22.287882871326257
-25.42666553108026,-22.05622341869259
-31.722663430856855,-20.946978393468903
-61.01113177497044,-21.259617708197403
108.16846224750924,-19.94341327587276
-173.66054314557738,-20.21126894187111
-42.92575386388259,-18.54640566048517
95.85974098118979,-15.722054644692417
-56.971476953577266,-15.127366686963144
-43.40961981719033,-15.338800750420093
-25.54874883515305,-15.096794654636096
128.19993868097484,-13.431626181342107
-3.581817451930945,-13.271759203516712
-58.29752611232965,-12.738153468853433
126.320934426179,-12.723146765844294
-83.57195900367049,-14.201566897425227
-7.591207468670305,-13.651586860084553
-21.808612490571107,-13.796253120864906
-187.2420391686672,-15.803594923717169
-22.7313411558018,-15.981454534857226
-12.192890814252792,-16.172639767635882
-43.21276888369515,-16.562783107694834
6.70368794659889,-16.022526631410866
12.402308951938323,-15.176420877877371
64.38505210371515,-14.74694015422436
81.77580892539184,-11.68532459135224
-3.433570179457078,-11.68015325174146
-14.297616401607485,-13.205321449499667
-30.23488750551782,-14.42406082766395
-18.27729594396483,-14.381153979521928
-311.1366178622624,-17.38101107193898
-179.85145296289585,-18.549359854125015
123.81342811767809,-17.127485973994478
-106.55739694699095,-17.887752629742987
-4.59287084426218,-17.76239362086217
-31.460939879460724,-17.93407583394727
-49.25933253749922,-18.319678114691627
-64.0841366112954,-18.809089890510894
93.46452373707952,-17.88052816398197
-60.84977323227891,-19.358611590676052
-212.45281657406028,-21.224368857316612
-43.114622206888136,-23.21840876176499
-63.232579922847975,-23.35427065586178
66.3291713111183,-23.085846728126004
-16.89502641219208,-23.494006571092733
81.72105013779085,-22.57241332265039
18.20751551152172,-22.67931237437982
-275.50380145346764,-25.513052453850666
-38.57736394363877,-25.13546837272872
-54.380480655489436,-26.161147962835983
-14.276739445595538,-27.96088931364302
-7.11261719227241,-29.029112929760544
6.24002999409106,-27.72481796810437
-46.24779927013776,-28.07365202030556
-68.22387682805008,-28.754399681584633
88.20218152994342,-28.67001717815533
-19.293714842912962,-28.187294642844744
62.7021506205171,-25.97977992803783
81.48176843418169,-25.234192825955798
115.11071587612712,-24.834399838188105
-36.12974355105459,-24.919526442206514
41.94622703610017,-24.368780822953237
128.08719096554094,-21.485592597203254
-259.8791952693489,-24.89585952510198
-58.956732043443004,-26.52536337373286
120.78980430974936,-24.764618775154617
-214.46705357834134,-27.01680976449664
77.55613512336593,-23.69826497448465
-47.18149869528796,-24.34502783478124
99.31876451276331,-23.079926730642427
116.85412836177504,-21.20480353356678
6.280890756431652,-19.891821217293064
-49.18522472238308,-20.044808278988754
95.77651775719484,-20.27541416215606
-57.545717987153395,-21.16745497055128
-44.186236828492056,-21.15237361554628
17.01167833432342,-20.82122740562303
-261.08225125206627,-23.167192377553075
7.4899728917466035,-23.351119950332805
108.384552950641,-21.95366705974719
-206.22047895908472,-22.52201635575536
15.683414684047875,-22.419317273857263
-7.087037351495809,-22.02958490144917
-33.94241576500127,-22.196059808488723
5.323269600568039,-21.363489948046613
-29.211383226244706,-21.244525058609007
-44.21515876355225,-21.604839989652028
21.967965740939206,-20.523120122182476
8.465411216893372,-20.747720849260883
-18.76129320722454,-20.4610895319356
106.13175747817822,-20.244262920729007
-149.1316841157337,-21.242249108056463
114.52326253447698,-20.180395503551235
-48.30716561648883,-20.208735180818003
22.83655533835484,-21.08203162298179
124.78354229006706,-19.93704527863757
-32.487561189025556,-18.943302007157925
-14.193801972542403,-18.702300940747072
29.1070042077194,-19.097964108406398
-7.185561624260785,-18.21817409741552
104.47345117293989,-15.197313244777858
-210.95217540328073,-17.052568343499864
-40.53844085138624,-17.140726117705157
-68.42197852950754,-17.214834585250525
116.61813763511996,-17.13033783137442
4.215585939354284,-15.351576540525102
-118.38732403426937,-16.10619224222897
-113.60017245516367,-18.200791376592505
18.84463436764051,-17.442630263380327
-31.534205682152603,-17.323876122029947
29.086780835010245,-16.777520825328317
-34.973157837186804,-18.409251790509938
9.392408310026866,-18.279509532890355
71.53187060651258,-16.981215565701937
-14.860895348105927,-18.393033863444785
17.850568452798782,-17.37880858888009
-254.82311028863646,-19.85112761707975
-38.405936870961796,-20.017100860883655
19.224589792366103,-17.952434571273322
-27.333161673917957,-17.99845277645448
-77.44965975090525,-18.65102046582101
31.675169600654925,-17.902141080977508
13.918466417454411,-17.829993296268952
10.213627659466894,-17.851880109193665
80.25946616069763,-17.69313596862384
21.256528914787282,-18.298328768729885
137.26100934291566,-16.89138297350616
-76.92239921619489,-17.517630801652032
-84.83077892841311,-18.06358971588099
-19.213605292849365,-18.072952809369834
-34.77089489811394,-15.30929557972835
-20.73811018640461,-13.71816215196344
-15.2998810666802,-15.109295243807024
-237.48309469512523,-16.418552221288365
12.644075230170984,-16.24618276054403
13.666873436419863,-15.794904627385224
132.64339714448727,-13.975877330565359
90.63808980385073,-12.428655066413896
-20.02505978559428,-13.563550901640635
-5.295134974852743,-13.008004519066374
-0.3471559305856573,-10.886947912631628
98.27834465072117,-9.473018244055535
12.314500024184753,-8.71754744458521
116.44657349465224,-8.216373422749868
-225.54822950174537,-10.302905453645401
133.34867381762416,-9.78662921684707
-12.633127501799606,-10.095035646980284
94.99150568662276,-6.390082575579381
112.28089694106457,-4.881499966732347
-146.4026453405822,-5.8017216135832745
102.17582432790866,-4.637195975848233
-134.46499594763273,-5.910719763401836
49.54135049095953,-5.477706558433152
23.29518140070499,-4.782276751724724
-75.23293216113103,-4.852367305055531
-96.68460021906147,-6.70123512254558
83.70245794508676,-5.671273394665585
99.72982333638627,-5.300996667506891
40.344973248712165,-5.712364619361588
-51.64853914433745,-7.379957169566231
-38.35399059631663,-7.402199640018853
-60.327104738639,-8.424932957766245
103.458020394673,-8.671224663474925
42.15846299238066,-5.650848080857632
-105.6691987664703,-6.117972748087905
96.67910734400111,-6.359079717745387
-33.029659734630016,-4.544705779308273
139.72558375198696,-3.923011293022063
-55.29499754034089,-4.004146281472592
