scores,avg_scores
-72.83921809535919,-77.05011374318357
-76.14345425723415,-77.00328318448148
-53.956381432475276,-76.63063586966145
-37.38225531753196,-75.75771442612172
-109.02586846040315,-76.0054372194769
-65.04652845122106,-75.9617734694665
-30.357815564701752,-75.5812389191205
-123.69415829948005,-76.66680049443457
-50.54817518622336,-76.4069371269564
-48.174262389930675,-76.23989005122893
-38.37542634755975,-75.58068783628514
-97.87611038247286,-76.42217040237212
-106.1049224193268,-77.16004226233525
-60.69911395029962,-77.18344256950985
-22.697174200976775,-75.73937795320064
-62.47766377902586,-75.51254287947383
-168.14553526469982,-76.55141252109838
-77.5283525324987,-76.67101144627874
-268.585340127992,-78.42551946667098
-102.46272886450124,-79.84953014089102
-65.0279354970021,-79.34186528290923
-76.73755183764631,-79.51519066885767
-80.69080070084223,-79.33499843471604
-51.063256602418306,-79.65323568925596
-105.91644850142127,-79.86630316866025
-96.89737436481768,-79.72160215180297
-30.28912732602923,-79.31353703718906
-77.03816713224602,-79.53211173874978
-15.774657062111416,-80.03471884887577
-42.485212884902126,-79.92169710055097
-23.493742234915388,-79.5719173882332
-69.23226288816205,-79.06705468353748
-64.12562448926435,-78.30633781246793
-71.71821057718671,-78.23688392044362
-53.35284880385436,-78.05842305159977
-190.81488152613048,-78.80549920779028
-54.60365396780422,-78.65379514281385
-68.87481308120917,-78.49610917978703
-53.64157795298141,-78.73374186611719
-60.15120061235447,-78.63244485354116
-68.66236984832645,-79.43431543871421
-48.213494546016115,-79.3019981530038
-22.230088850996438,-79.13925697538409
0.12993154221094017,-78.70308339602344
-68.9511788876247,-77.99861443769306
-67.75660942019499,-78.08805111292159
-122.1169707159658,-78.69205766355165
-36.42144526864527,-78.04195512335056
-57.36567528447972,-77.84398237484812
-27.022534282377208,-77.24973585431218
-7.433048767307639,-76.6702129602364
-77.96850856761796,-77.05473485287476
-231.38328420098233,-76.5591168890471
-89.5972187552656,-76.77947641743883
-46.28387020242791,-75.63651216157122
-391.0236483061016,-78.5094434045081
-105.34168132376537,-78.7175887880045
-71.12194042284021,-78.90520351719151
-53.11132366106186,-78.10365377682515
-69.72115534268148,-78.3309903550101
-84.84391608141141,-78.03873398837568
-69.59565715607744,-77.61857819631444
-14.424834432363028,-76.69044320894675
-51.56662232310441,-76.16530333257309
-46.79055040618496,-75.45018475821907
-67.94405138438313,-74.80369694365893
-18.4208677617801,-74.06696868396985
-56.43196434895154,-73.54401098606459
-66.68937423659438,-73.65696243197992
-77.89462436037715,-73.6661105181715
-47.836004614697046,-73.72473542256654
-123.68164813356826,-73.91680392720224
-268.1992001764953,-75.95565833047715
-66.67880175937158,-76.03154005659242
-76.65068740160001,-76.2536651075179
-76.62587288676602,-75.28573498624347
-143.84651680108368,-76.04464830643164
-161.37526997036014,-76.97791675819613
44.37545067623813,-75.5148143518191
-43.227847255746596,-75.49823947639106
-16.001538984628752,-74.6127745655579
-107.16635923346264,-75.38570013964586
-48.5729801793579,-74.78539119962659
-62.21425766056858,-74.79768229602495
-82.72414489583899,-74.80594396881715
-162.12739119156447,-76.05205323053514
-86.76958883723438,-76.16577424011376
-100.35771959696768,-76.03477993297281
-68.18946348486234,-75.6634877189701
